CAF_01|30107|Cross-Sanaga-Bioko coastal forests|22850.6866290435|43.7893364501343|41.8631738437373
CAF_01|30707|Guinean forest-savanna mosaic|18403.5278317052|2.72608852314168|33.7158395922118
CAF_01|30103|Cameroonian Highlands forests|9829.18951879965|25.7793838697781|18.0073831586991
CAF_01|30712|Northern Congolian forest-savanna mosaic|1991.37874868385|0.280608018635921|3.64826825986566
CAF_01|30121|Mount Cameroon and Bioko montane forests|1023.06360708878|89.061106506013|1.87428458199251
CAF_01|20083|Gulf of Guinea Central|627.455111688374|0.682740735252976|1.14951742353186
CAF_02|30101|Albertine Rift montane forests|23085.7206680299|22.1776462977124|59.0960795072463
CAF_02|30721|Victoria Basin forest-savanna mosaic|7840.88457214803|4.71908838191428|20.0715214719066
CAF_02|31013|Rwenzori-Virunga montane moorlands|2676.42885055007|99.8946367092772|6.85126769148822
CAF_02|30124|Northeastern Congolian lowland forests|2583.91243956296|0.483305146527106|6.61443916626955
CAF_02|30705|East Sudanian savanna|1968.53865164794|0.214068253100588|5.0391719775063
CAF_02|30712|Northern Congolian forest-savanna mosaic|1051.75604387443|0.14820444365745|2.69234214884635
CAF_03|30126|Northwestern Congolian lowland forests|209755.456994664|48.2100883749316|83.9937357085279
CAF_03|30129|Western Congolian swamp forests|25881.174807792|20.0751049822417|10.3637663962525
CAF_03|30102|Atlantic Equatorial coastal forests|11263.2150554659|5.92523491486565|4.51020212847753
CAF_03|30723|Western Congolian forest-savanna mosaic|4507.07598224585|1.08779597973887|1.80479761668676
CAF_04_SAF_11|30102|Atlantic Equatorial coastal forests|42566.2648418668|22.3928174499386|58.3542791194559
CAF_04_SAF_11|30723|Western Congolian forest-savanna mosaic|16712.646531454|4.03364615536245|22.9114404128325
CAF_04_SAF_11|25085|Gulf of Guinea South|12327.7018099674|23.3718139523832|16.9001004667129
CAF_04_SAF_11|31401|Central African mangroves|1699.2911884054|5.48230983566982|2.32956574136402
CAF_05|30712|Northern Congolian forest-savanna mosaic|244631.492936847|34.4713724470171|82.8309647749656
CAF_05|30124|Northeastern Congolian lowland forests|29694.2627996301|5.55413171655964|10.0543245942978
CAF_05|30705|East Sudanian savanna|22967.0526423725|2.49754650938965|7.77652584941814
CAF_06_18|30705|East Sudanian savanna|167393.041007007|18.203115209126|88.1405442237207
CAF_06_18|30713|Sahelian Acacia savanna|23736.7566630488|0.775651610797978|12.4985521369408
CAF_07|30104|Central Congolian lowland forests|64412.6091493764|15.4965785739154|96.6788585162569
CAF_07|30110|Eastern Congolian swamp forests|2669.58909695147|2.87247674473029|4.00686806526005
CAF_08|30124|Northeastern Congolian lowland forests|27101.7099634772|5.06921043626731|100.675736246436
CAF_09|30124|Northeastern Congolian lowland forests|11522.9307487683|2.15529429274976|82.7797976789401
CAF_09|30101|Albertine Rift montane forests|2490.59703564369|2.39262966579724|17.8922466172411
CAF_10|30124|Northeastern Congolian lowland forests|26159.6101438576|4.89299638025176|86.9336751430235
CAF_10|30101|Albertine Rift montane forests|4134.2264688279|3.97160710981306|13.7388706801184
CAF_11|30704|Central Zambezian Miombo woodlands|47619.3017586501|4.01247066980386|100.6365743459
CAF_12|30104|Central Congolian lowland forests|7950.23514259162|1.91269139994879|100.320951791307
CAF_13|30110|Eastern Congolian swamp forests|19715.5286952595|21.2139005781327|37.5630667969856
CAF_13|30104|Central Congolian lowland forests|13559.64380398|3.26221974885976|25.8345497006479
CAF_13|30718|Southern Congolian forest-savanna mosaic|13014.4220120742|2.27951910435374|24.7957643398752
CAF_13|30723|Western Congolian forest-savanna mosaic|5030.26805102572|1.21406991683065|9.58393242849503
CAF_13|30129|Western Congolian swamp forests|1519.43064521641|1.17856820420575|2.89489953334977
CAF_14|30101|Albertine Rift montane forests|10246.244154549|9.84320922908325|98.1248603951851
CAF_14|30718|Southern Congolian forest-savanna mosaic|209.920500372575|0.0367682706578006|2.01033856723016
CAF_14|30124|Northeastern Congolian lowland forests|55.7462986600009|0.0104270069796841|0.533863695911673
CAF_15|30104|Central Congolian lowland forests|24765.9604591707|5.95826899860548|80.0849551313159
CAF_15|30718|Southern Congolian forest-savanna mosaic|3313.18685643951|0.580315647405682|10.7137545170945
CAF_15|30110|Eastern Congolian swamp forests|3053.36630155352|3.2854208553561|9.8735804598621
CAF_16|30712|Northern Congolian forest-savanna mosaic|9579.55484884133|1.34986873156306|83.2223254970115
CAF_16|30126|Northwestern Congolian lowland forests|2007.20821560799|0.461335723264694|17.4376093769961
CAF_17|30712|Northern Congolian forest-savanna mosaic|29888.1720100901|4.21158493026204|59.6504298697161
CAF_17|30705|East Sudanian savanna|18249.9742661353|1.98458897772303|36.4230642716696
CAF_17|30103|Cameroonian Highlands forests|2237.98341307858|5.86964300460396|4.46653855533099
CAF_19|30102|Atlantic Equatorial coastal forests|10853.6464662123|5.70977333545634|100.661955533912
CAF_20|9|Equatorial Atlantic|30194.2064759627|0.18753190794549|75.9762472218742
CAF_20|20084|Gulf of Guinea Islands|3710.77226984492|100|9.33723996297947
CAF_20|20083|Gulf of Guinea Central|3109.50305756683|3.38348411583096|7.82429481056061
CAF_20|30107|Cross-Sanaga-Bioko coastal forests|1827.36133301477|3.50181775831824|4.5981025039141
CAF_20|30127|Sao Tome, Principe and Annobon moist lowland forests|1039.26946747763|100|2.6150643850861
EAF_01|30716|Southern Acacia-Commiphora bushlands and thickets|24487.5464994709|10.727167941081|53.7293454475368
EAF_01|30108|East African montane forests|11027.9364566614|16.801359465844|24.1969446578181
EAF_01|30714|Serengeti volcanic grasslands|9968.12376966593|55.1702493956416|21.8715568542466
EAF_01|30711|Northern Acacia-Commiphora bushlands and thickets|391.481789064884|0.119844366762388|0.858969692269556
EAF_02|30711|Northern Acacia-Commiphora bushlands and thickets|7294.93270796103|2.23319861965514|63.0009730194166
EAF_02|30901|East African halophytics|1572.28110372199|59.4818675130708|13.5786364809681
EAF_02|30714|Serengeti volcanic grasslands|1131.80143573298|6.26414447879861|9.77453728094508
EAF_02|30108|East African montane forests|845.740487611019|1.28850850773516|7.30403908774407
EAF_02|30716|Southern Acacia-Commiphora bushlands and thickets|810.853548203867|0.355207582245623|7.00274622922032
EAF_03|30711|Northern Acacia-Commiphora bushlands and thickets|44103.575622972|13.5014328638826|82.1722827907433
EAF_03|30108|East African montane forests|3620.73032046681|5.51628057362423|6.74602164563382
EAF_03|30716|Southern Acacia-Commiphora bushlands and thickets|3064.88982119242|1.3426248249718|5.71039852329604
EAF_03|30714|Serengeti volcanic grasslands|1286.5548274926|7.12065302699511|2.39706521789251
EAF_03|31005|East African montane moorlands|1009.36619815102|30.6305871735393|1.88061678678682
EAF_03|30109|Eastern Arc forests|939.206793469292|3.96123701700355|1.74989816906698
EAF_04|30706|Eastern Miombo woodlands|117811.673441184|24.2932728703793|84.6555433663066
EAF_04|30125|Northern Zanzibar-Inhambane coastal forest mosaic|12225.141979904|10.8289155861488|8.78457971786383
EAF_04|30907|Zambezian flooded grasslands|6861.95282898541|4.46193501582669|4.9307706810712
EAF_04|30109|Eastern Arc forests|1881.03279435216|7.93352091040748|1.35164749506103
EAF_04|30128|Southern Zanzibar-Inhambane coastal forest mosaic|1277.53080676815|0.867412333769962|0.917991073848434
EAF_05|31007|Ethiopian montane grasslands and woodlands|3549.65149028664|1.44356433675126|54.5364249001413
EAF_05|30112|Ethiopian montane forests|1547.12390840435|0.620582439479132|23.7698284107022
EAF_05|31008|Ethiopian montane moorlands|1128.62033108266|4.47698228288699|17.339989037034
EAF_05|30713|Sahelian Acacia savanna|322.652664585194|0.01054339742225|4.95719730771653
EAF_06|31313|Masai xeric grasslands and shrublands|2796.22235082137|2.76363603407779|50.6032703101318
EAF_06|-9998|Lake|2768.26482585908|0.266241481072155|50.097322636674
EAF_07|30711|Northern Acacia-Commiphora bushlands and thickets|33155.9772365216|10.1500432645681|65.5371370008515
EAF_07|31313|Masai xeric grasslands and shrublands|8710.16040960657|8.60865487450079|17.216774278485
EAF_07|30108|East African montane forests|7717.97015250199|11.7585362763415|15.255580121941
EAF_07|31005|East African montane moorlands|1335.37330017965|40.5237151346033|2.63954044535754
EAF_08|30905|Saharan flooded grasslands|72473.8877773818|40.2381984193405|58.0798482535763
EAF_08|30705|East Sudanian savanna|35850.6251401041|3.89856744234179|28.730332148442
EAF_08|30711|Northern Acacia-Commiphora bushlands and thickets|6741.40808410872|2.06374806055908|5.40249696198389
EAF_08|30713|Sahelian Acacia savanna|4795.86884958547|0.156715740535338|3.84336129287806
EAF_08|30721|Victoria Basin forest-savanna mosaic|4337.24447268519|2.61039935127669|3.4758243077286
EAF_08|30712|Northern Congolian forest-savanna mosaic|1293.04420119099|0.182204701915535|1.03623268039689
EAF_09|31007|Ethiopian montane grasslands and woodlands|8715.30724729427|3.54432167790305|55.6639971589373
EAF_09|31008|Ethiopian montane moorlands|6490.27165354078|25.7454437101557|41.4528659325907
EAF_09|30112|Ethiopian montane forests|508.894977343408|0.204127985329997|3.25027308496041
EAF_10|30706|Eastern Miombo woodlands|14576.5010004129|3.00573708831301|33.9175432228431
EAF_10|30716|Southern Acacia-Commiphora bushlands and thickets|11455.5121952463|5.01827339754779|26.6554250578427
EAF_10|30109|Eastern Arc forests|10408.1901754904|43.8980089260964|24.2184485933057
EAF_10|30125|Northern Zanzibar-Inhambane coastal forest mosaic|5637.15761606219|4.99334110560836|13.1169021352486
